sentiment;content
1;Skillfully overcomes client objections.
1;strength  Does not let a customer’s negative attitude get him/her down
1;Handles difficult customer service situations very well.
0;Working from home today, my back is killing me  Doctor and then physio after later today.
1;back to work.. with no distractions..
1;One of our best customer service team members.
1; Understands how to make a real difference in customer experience.
1;Stays calm and rational in the face of angry customers.
0;Poor skills in handling face-to-face complaints.
0;Does not listen to customers well.
0;weakness Needs to learn how to handle customer requests in a more efficient manner.
0;Too frequently passes the complaining customer on to someone else.
0;Does not take pride in resolving customer complaints.
0; Has consistently low marks on customer satisfaction surveys.
0;Does not know how to deal with a difficult customer.
0;Does not seem to understand why customer service training is important.
0;Does not listen well to customers.
1;Willing to do whatever it takes to get the job done.
1;Known for dependability and willingness to work hard.
1;A loyal and trustworthy employee.
1; Always performs at or above expectations.
1;Consistently demonstrates that he/she cares about his/her job.
1; Can always be counted on to complete tasks in a timely and accurate manner.
1;Ready to get the job done no matter how much work is involved.
1;Motivated to finish tasks and assignments on time.
0;Unwilling to work beyond scheduled hours.
0;Work results are inconsistent and frequently need to be reviewed.
0;Not a dependable employee.
0;Does not demonstrate a willingness to do what it takes to get the job done right.
